"fpr","tpr"
1,1
0.185082872928177,1
0.168508287292818,1
0.157458563535912,1
0.151933701657459,1
0.138121546961326,1
0.132596685082873,1
0.129834254143646,1
0.124309392265193,1
0.11878453038674,1
0.116022099447514,1
0.113259668508287,1
0.110497237569061,1
0.104972375690608,1
0.102209944751381,1
0.0994475138121547,1
0.0966850828729282,1
0.0911602209944752,1
0.0883977900552486,1
0.0883977900552486,0.997368421052632
0.085635359116022,0.997368421052632
0.085635359116022,0.994736842105263
0.085635359116022,0.992105263157895
0.0828729281767956,0.992105263157895
0.0773480662983426,0.992105263157895
0.0773480662983426,0.989473684210526
0.0773480662983426,0.986842105263158
0.0773480662983426,0.984210526315789
0.074585635359116,0.984210526315789
0.0718232044198895,0.984210526315789
0.069060773480663,0.984210526315789
0.0662983425414365,0.984210526315789
0.0635359116022099,0.984210526315789
0.0607734806629834,0.984210526315789
0.0580110497237569,0.984210526315789
0.0552486187845304,0.984210526315789
0.0552486187845304,0.981578947368421
0.0524861878453039,0.981578947368421
0.0524861878453039,0.978947368421053
0.0497237569060773,0.978947368421053
0.0469613259668509,0.978947368421053
0.0441988950276243,0.978947368421053
0.0441988950276243,0.976315789473684
0.0414364640883977,0.976315789473684
0.0414364640883977,0.973684210526316
0.0414364640883977,0.971052631578947
0.0386740331491713,0.971052631578947
0.0359116022099447,0.968421052631579
0.0331491712707183,0.965789473684211
0.0303867403314917,0.965789473684211
0.0276243093922652,0.965789473684211
0.0248618784530387,0.965789473684211
0.0248618784530387,0.963157894736842
0.0248618784530387,0.960526315789474
0.0248618784530387,0.957894736842105
0.0248618784530387,0.955263157894737
0.0248618784530387,0.952631578947368
0.0248618784530387,0.95
0.0248618784530387,0.947368421052632
0.0248618784530387,0.944736842105263
0.0248618784530387,0.942105263157895
0.0248618784530387,0.939473684210526
0.0248618784530387,0.936842105263158
0.0220994475138122,0.936842105263158
0.0220994475138122,0.934210526315789
0.0220994475138122,0.931578947368421
0.0220994475138122,0.928947368421053
0.0220994475138122,0.926315789473684
0.0193370165745856,0.923684210526316
0.0193370165745856,0.921052631578947
0.0193370165745856,0.918421052631579
0.0193370165745856,0.91578947368421
0.0193370165745856,0.913157894736842
0.0193370165745856,0.910526315789474
0.0193370165745856,0.907894736842105
0.0193370165745856,0.905263157894737
0.0193370165745856,0.9
0.0193370165745856,0.897368421052632
0.0165745856353591,0.897368421052632
0.0165745856353591,0.894736842105263
0.0165745856353591,0.892105263157895
0.0138121546961326,0.892105263157895
0.0138121546961326,0.889473684210526
0.0138121546961326,0.884210526315789
0.0138121546961326,0.881578947368421
0.0138121546961326,0.878947368421053
0.0138121546961326,0.876315789473684
0.0138121546961326,0.873684210526316
0.0138121546961326,0.871052631578947
0.011049723756906,0.871052631578947
0.011049723756906,0.868421052631579
0.011049723756906,0.865789473684211
0.011049723756906,0.857894736842105
0.011049723756906,0.855263157894737
0.011049723756906,0.852631578947368
0.011049723756906,0.847368421052632
0.011049723756906,0.844736842105263
0.011049723756906,0.842105263157895
0.011049723756906,0.839473684210526
0.011049723756906,0.831578947368421
0.011049723756906,0.828947368421053
0.011049723756906,0.826315789473684
0.011049723756906,0.823684210526316
0.011049723756906,0.818421052631579
0.011049723756906,0.815789473684211
0.00828729281767959,0.810526315789474
0.00828729281767959,0.802631578947368
0.00828729281767959,0.794736842105263
0.00552486187845302,0.792105263157895
0.00276243093922657,0.792105263157895
0.00276243093922657,0.781578947368421
0.00276243093922657,0.773684210526316
0.00276243093922657,0.757894736842105
0,0.75
0,0.744736842105263
0,0.742105263157895
0,0.734210526315789
0,0.718421052631579
0,0.713157894736842
0,0.705263157894737
0,0.692105263157895
0,0.652631578947368
0,0.639473684210526
0,0.618421052631579
0,0.613157894736842
0,0.592105263157895
0,0.55
0,0.502631578947368
0,0
