"fpr","tpr"
1,1
0.977900552486188,1
0.604972375690608,1
0.580110497237569,1
0.535911602209945,1
0.49171270718232,1
0.486187845303867,1
0.477900552486188,1
0.475138121546961,1
0.472375690607735,1
0.403314917127072,1
0.400552486187845,1
0.392265193370166,1
0.386740331491713,1
0.378453038674033,1
0.375690607734807,1
0.334254143646409,1
0.320441988950276,1
0.314917127071823,1
0.30939226519337,1
0.290055248618785,1
0.284530386740331,1
0.281767955801105,1
0.279005524861878,1
0.276243093922652,1
0.265193370165746,1
0.262430939226519,1
0.232044198895028,1
0.226519337016575,1
0.223756906077348,1
0.220994475138122,1
0.212707182320442,1
0.209944751381215,1
0.207182320441989,1
0.204419889502762,1
0.201657458563536,1
0.198895027624309,1
0.187845303867403,1
0.185082872928177,1
0.18232044198895,1
0.174033149171271,1
0.171270718232044,1
0.165745856353591,1
0.165745856353591,0.997368421052632
0.162983425414365,0.997368421052632
0.157458563535912,0.997368421052632
0.154696132596685,0.997368421052632
0.146408839779006,0.997368421052632
0.143646408839779,0.997368421052632
0.140883977900553,0.997368421052632
0.138121546961326,0.997368421052632
0.132596685082873,0.997368421052632
0.129834254143646,0.997368421052632
0.124309392265193,0.997368421052632
0.121546961325967,0.997368421052632
0.11878453038674,0.997368421052632
0.116022099447514,0.997368421052632
0.113259668508287,0.997368421052632
0.110497237569061,0.997368421052632
0.107734806629834,0.997368421052632
0.104972375690608,0.997368421052632
0.102209944751381,0.997368421052632
0.0994475138121547,0.997368421052632
0.0966850828729282,0.997368421052632
0.0939226519337016,0.997368421052632
0.0883977900552486,0.997368421052632
0.085635359116022,0.997368421052632
0.0828729281767956,0.997368421052632
0.0828729281767956,0.994736842105263
0.080110497237569,0.994736842105263
0.0773480662983426,0.994736842105263
0.074585635359116,0.994736842105263
0.0662983425414365,0.994736842105263
0.0635359116022099,0.994736842105263
0.0607734806629834,0.994736842105263
0.0580110497237569,0.994736842105263
0.0552486187845304,0.994736842105263
0.0524861878453039,0.994736842105263
0.0524861878453039,0.992105263157895
0.0497237569060773,0.992105263157895
0.0497237569060773,0.989473684210526
0.0469613259668509,0.989473684210526
0.0441988950276243,0.989473684210526
0.0441988950276243,0.986842105263158
0.0414364640883977,0.986842105263158
0.0386740331491713,0.986842105263158
0.0359116022099447,0.986842105263158
