"fpr","tpr"
1,1
0.99746835443038,1
0.992405063291139,1
0.989873417721519,1
0.987341772151899,1
0.984810126582279,1
0.982278481012658,1
0.979746835443038,1
0.974683544303797,1
0.972151898734177,1
0.967088607594937,1
0.964556962025316,1
0.962025316455696,1
0.959493670886076,1
0.956962025316456,1
0.954430379746835,1
0.946835443037975,1
0.944303797468354,1
0.941772151898734,1
0.936708860759494,1
0.931645569620253,1
0.926582278481013,1
0.924050632911392,1
0.918987341772152,1
0.913924050632911,1
0.911392405063291,1
0.906329113924051,1
0.90126582278481,1
0.89873417721519,1
0.89620253164557,1
0.893670886075949,1
0.891139240506329,1
0.886075949367089,1
0.883544303797468,1
0.881012658227848,1
0.878481012658228,1
0.875949367088608,1
0.870886075949367,1
0.858227848101266,1
0.853164556962025,1
0.848101265822785,1
0.845569620253165,1
0.840506329113924,1
0.837974683544304,1
0.835443037974684,1
0.830379746835443,1
0.827848101265823,1
0.825316455696202,1
0.822784810126582,1
0.820253164556962,1
0.817721518987342,1
0.815189873417722,0.997109826589595
0.810126582278481,0.997109826589595
0.807594936708861,0.997109826589595
0.80506329113924,0.997109826589595
0.8,0.997109826589595
0.79493670886076,0.997109826589595
0.792405063291139,0.997109826589595
0.787341772151899,0.997109826589595
0.782278481012658,0.997109826589595
0.779746835443038,0.997109826589595
0.777215189873418,0.997109826589595
0.774683544303797,0.997109826589595
0.772151898734177,0.997109826589595
0.767088607594937,0.997109826589595
0.759493670886076,0.997109826589595
0.746835443037975,0.997109826589595
0.736708860759494,0.997109826589595
0.734177215189873,0.997109826589595
0.729113924050633,0.997109826589595
0.724050632911392,0.997109826589595
0.716455696202532,0.997109826589595
0.70379746835443,0.997109826589595
0.693670886075949,0.997109826589595
0.691139240506329,0.997109826589595
0.683544303797468,0.997109826589595
0.673417721518987,0.997109826589595
0.670886075949367,0.997109826589595
0.665822784810127,0.997109826589595
0.658227848101266,0.997109826589595
0.653164556962025,0.997109826589595
0.645569620253165,0.997109826589595
0.643037974683544,0.997109826589595
0.640506329113924,0.997109826589595
0.637974683544304,0.997109826589595
0.635443037974684,0.997109826589595
0.632911392405063,0.997109826589595
0.625316455696203,0.997109826589595
0.622784810126582,0.997109826589595
0.615189873417721,0.997109826589595
0.610126582278481,0.997109826589595
0.605063291139241,0.997109826589595
0.60253164556962,0.997109826589595
0.59746835443038,0.994219653179191
0.589873417721519,0.994219653179191
0.587341772151899,0.994219653179191
0.584810126582278,0.994219653179191
0.582278481012658,0.994219653179191
0.577215189873418,0.994219653179191
0.572151898734177,0.994219653179191
0.564556962025316,0.994219653179191
0.559493670886076,0.994219653179191
0.554430379746836,0.994219653179191
0.551898734177215,0.994219653179191
0.539240506329114,0.994219653179191
0.531645569620253,0.994219653179191
0.529113924050633,0.994219653179191
0.524050632911392,0.994219653179191
0.513924050632911,0.994219653179191
0.511392405063291,0.994219653179191
0.506329113924051,0.994219653179191
0.50126582278481,0.994219653179191
0.49873417721519,0.994219653179191
0.49620253164557,0.994219653179191
0.491139240506329,0.994219653179191
0.488607594936709,0.994219653179191
0.486075949367089,0.994219653179191
0.481012658227848,0.994219653179191
0.473417721518987,0.994219653179191
0.468354430379747,0.994219653179191
0.463291139240506,0.994219653179191
0.455696202531646,0.994219653179191
0.450632911392405,0.994219653179191
0.443037974683544,0.994219653179191
0.437974683544304,0.994219653179191
0.435443037974684,0.994219653179191
0.432911392405063,0.994219653179191
0.425316455696203,0.994219653179191
0.422784810126582,0.994219653179191
0.415189873417722,0.994219653179191
0.412658227848101,0.991329479768786
0.410126582278481,0.991329479768786
0.407594936708861,0.988439306358382
0.405063291139241,0.985549132947977
0.4,0.982658959537572
0.394936708860759,0.982658959537572
0.387341772151899,0.979768786127168
0.384810126582279,0.979768786127168
0.379746835443038,0.976878612716763
0.377215189873418,0.976878612716763
0.374683544303797,0.976878612716763
0.369620253164557,0.976878612716763
0.362025316455696,0.976878612716763
0.359493670886076,0.976878612716763
0.356962025316456,0.976878612716763
